Name,F1,Precision,Recall,PSNR
dibco_img0001,0.0,0.0,0.0,0.30066800996704646
dibco_img0002,0.0,0.0,0.0,0.09498567981086423
dibco_img0003,0.0,0.0,0.0,0.4433514673475239
dibco_img0004,0.0,0.0,0.0,0.3308690371411268
dibco_img0005,0.0,0.0,0.0,0.1688203780907947
dibco_img0006,0.0,0.0,0.0,0.5583846222053028
dibco_img0007,0.0,0.0,0.0,1.0102172448000115
dibco_img0008,0.0,0.0,0.0,0.8137049355318535
dibco_img0009,0.0,0.0,0.0,0.47974292590590634
dibco_img0010,0.0,0.0,0.0,0.6867683402585266
